origin,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour
JFK,2013,6,25,8,21.1,17.8,81.44,220.0,1.54,1.78,0.0,1014.5,16093.4,25/06/2013 9:00
JFK,2013,6,25,9,21.7,18.3,81.0,230.0,3.6,4.14,0.0,1014.8,16093.4,25/06/2013 10:00
JFK,2013,6,25,10,22.8,18.9,78.65,240.0,5.14,5.92,0.0,1014.9,16093.4,25/06/2013 11:00
JFK,2013,6,25,11,23.3,19.4,78.72,230.0,5.14,5.92,0.0,1014.8,16093.4,25/06/2013 12:00
JFK,2013,6,25,12,25.0,19.4,71.08,240.0,3.6,4.14,0.0,1014.6,16093.4,25/06/2013 13:00
JFK,2013,6,25,13,26.7,20.0,66.7,230.0,3.09,3.55,0.0,1014.4,16093.4,25/06/2013 14:00
JFK,2013,6,25,14,28.9,20.0,58.65,220.0,4.12,4.74,0.0,1014.3,16093.4,25/06/2013 15:00
JFK,2013,6,25,15,29.4,20.0,56.98,230.0,6.69,7.7,0.0,1014.2,16093.4,25/06/2013 16:00
JFK,2013,6,25,16,31.1,20.6,53.64,210.0,5.66,6.51,0.0,1013.6,16093.4,25/06/2013 17:00
JFK,2013,6,25,17,31.1,21.1,55.31,190.0,6.17,7.1,0.0,1012.6,16093.4,25/06/2013 18:00
JFK,2013,6,25,18,30.6,21.1,56.92,190.0,6.17,7.1,0.0,1012.0,16093.4,25/06/2013 19:00
JFK,2013,6,25,19,30.6,20.6,55.19,200.0,5.66,6.51,0.0,1011.1,16093.4,25/06/2013 20:00
JFK,2013,6,25,20,31.7,19.4,48.12,230.0,8.23,9.47,0.0,1010.7,16093.4,25/06/2013 21:00
JFK,2013,6,25,21,27.2,18.9,60.49,240.0,6.69,7.7,0.0,1010.2,16093.4,25/06/2013 22:00
JFK,2013,6,25,22,27.8,20.0,62.53,240.0,4.63,5.33,0.0,1010.0,16093.4,25/06/2013 23:00
JFK,2013,6,25,23,27.2,21.1,69.32,240.0,7.2,8.29,0.0,1009.7,16093.4,26/06/2013 0:00
JFK,2013,6,26,0,28.9,18.9,54.77,270.0,7.72,8.88,0.0,1010.1,16093.4,26/06/2013 1:00
JFK,2013,6,26,1,27.2,19.4,62.4,250.0,5.14,5.92,0.0,1010.6,16093.4,26/06/2013 2:00
JFK,2013,6,26,2,26.7,19.4,64.26,250.0,5.14,5.92,0.0,1010.6,16093.4,26/06/2013 3:00
JFK,2013,6,26,3,26.1,20.0,69.11,250.0,5.66,6.51,0.0,1010.3,16093.4,26/06/2013 4:00
JFK,2013,6,26,4,25.6,20.6,73.88,240.0,2.06,2.37,0.0,1009.6,16093.4,26/06/2013 5:00
JFK,2013,6,26,5,25.0,20.6,76.57,220.0,5.14,5.92,0.0,1009.0,16093.4,26/06/2013 6:00
JFK,2013,6,26,6,23.9,20.6,81.79,240.0,5.66,6.51,0.0,1008.6,16093.4,26/06/2013 7:00
JFK,2013,6,26,7,24.4,19.4,73.68,280.0,5.66,6.51,0.0,1008.9,16093.4,26/06/2013 8:00
JFK,2013,6,26,8,23.9,19.4,75.93,260.0,7.2,8.29,0.0,1009.6,16093.4,26/06/2013 9:00
JFK,2013,6,26,9,23.3,18.3,73.49,270.0,5.66,6.51,0.0,1010.1,16093.4,26/06/2013 10:00
JFK,2013,6,26,10,24.4,18.3,68.78,280.0,5.66,6.51,0.0,1010.6,16093.4,26/06/2013 11:00
JFK,2013,6,26,11,25.0,18.3,66.36,260.0,5.14,5.92,0.0,1010.7,16093.4,26/06/2013 12:00
JFK,2013,6,26,12,27.2,18.3,58.25,300.0,4.12,4.74,0.0,1010.7,16093.4,26/06/2013 13:00
JFK,2013,6,26,13,28.3,18.3,54.63,260.0,5.66,6.51,0.0,1010.7,16093.4,26/06/2013 14:00
JFK,2013,6,26,14,28.3,18.9,56.72,230.0,7.2,8.29,0.0,1010.7,16093.4,26/06/2013 15:00
JFK,2013,6,26,15,27.2,17.8,56.45,220.0,7.72,8.88,0.0,1010.8,16093.4,26/06/2013 16:00
JFK,2013,6,26,16,28.3,18.9,56.72,220.0,6.17,7.1,0.0,1011.1,16093.4,26/06/2013 17:00
JFK,2013,6,26,17,27.8,19.4,60.25,230.0,7.72,8.88,0.0,1010.9,16093.4,26/06/2013 18:00
JFK,2013,6,26,18,28.1,18.9,57.38,230.0,6.69,7.7,0.0,1010.7,16093.4,26/06/2013 19:00
JFK,2013,6,26,19,29.3,18.9,53.52,250.0,5.14,5.92,0.0,1010.0,16093.4,26/06/2013 20:00
JFK,2013,6,26,20,28.7,20.0,59.34,190.0,3.6,4.14,0.0,1009.5,16093.4,26/06/2013 21:00
JFK,2013,6,26,21,27.3,18.9,60.13,180.0,3.6,4.14,0.0,1009.1,16093.4,26/06/2013 22:00
JFK,2013,6,26,22,26.1,17.8,60.23,160.0,3.09,3.55,0.0,1009.3,16093.4,26/06/2013 23:00
JFK,2013,6,26,23,25.0,19.0,69.33,190.0,4.63,5.33,0.0,,12874.72,27/06/2013 0:00
JFK,2013,6,27,0,23.3,21.1,87.45,140.0,3.09,3.55,0.0,1009.3,12874.72,27/06/2013 1:00
JFK,2013,6,27,1,23.3,21.1,87.45,120.0,3.09,3.55,0.0,1010.1,12874.72,27/06/2013 2:00
JFK,2013,6,27,2,22.8,21.1,90.14,160.0,2.57,2.96,0.0,1010.5,11265.38,27/06/2013 3:00
JFK,2013,6,27,3,22.8,20.6,87.41,210.0,3.6,4.14,0.0,1010.5,16093.4,27/06/2013 4:00
JFK,2013,6,27,4,22.8,20.0,84.22,200.0,1.54,1.78,0.0,1009.5,16093.4,27/06/2013 5:00
JFK,2013,6,27,5,22.8,20.6,87.41,0.0,0.0,0.0,0.0,1008.7,16093.4,27/06/2013 6:00
JFK,2013,6,27,6,23.3,21.1,87.45,0.0,0.0,0.0,0.0,1008.3,16093.4,27/06/2013 7:00
JFK,2013,6,27,7,22.2,20.6,90.66,210.0,1.54,1.78,0.0,1008.2,16093.4,27/06/2013 8:00
JFK,2013,6,27,8,22.8,21.1,90.14,240.0,2.06,2.37,0.0,1008.7,16093.4,27/06/2013 9:00
JFK,2013,6,27,9,22.2,21.1,93.49,0.0,0.0,0.0,0.0,1009.1,12874.72,27/06/2013 10:00
JFK,2013,6,27,10,22.8,21.1,90.14,190.0,2.57,2.96,0.0,1009.4,8046.7,27/06/2013 11:00
JFK,2013,6,27,11,22.8,21.7,93.52,220.0,1.54,1.78,0.0,1009.4,9656.04,27/06/2013 12:00
JFK,2013,6,27,12,25.0,22.2,84.46,250.0,1.54,1.78,0.0,1009.0,9656.04,27/06/2013 13:00
JFK,2013,6,27,13,27.2,21.7,71.92,0.0,0.0,0.0,0.0,1008.5,9656.04,27/06/2013 14:00
JFK,2013,6,27,14,28.3,22.2,69.53,170.0,2.57,2.96,0.0,1008.3,11265.38,27/06/2013 15:00
JFK,2013,6,27,15,28.3,21.1,65.0,170.0,4.12,4.74,0.0,1008.2,14484.06,27/06/2013 16:00
JFK,2013,6,27,16,28.3,21.7,67.44,180.0,5.14,5.92,0.0,1008.1,14484.06,27/06/2013 17:00
JFK,2013,6,27,17,26.7,21.7,74.07,150.0,5.14,5.92,0.0,1007.6,14484.06,27/06/2013 18:00
JFK,2013,6,27,18,26.0,22.0,78.62,140.0,5.66,6.51,0.0,,16093.4,27/06/2013 19:00
JFK,2013,6,27,19,27.0,22.0,74.11,170.0,4.12,4.74,0.0,,14484.06,27/06/2013 20:00
JFK,2013,6,27,20,26.1,21.1,73.97,150.0,6.69,7.7,0.0,1006.3,16093.4,27/06/2013 21:00
JFK,2013,6,27,21,25.0,21.0,78.48,150.0,7.72,8.88,0.0,,16093.4,27/06/2013 22:00
JFK,2013,6,27,22,25.0,21.0,78.48,140.0,5.66,6.51,0.0,,16093.4,27/06/2013 23:00
JFK,2013,6,27,23,23.9,20.6,81.79,130.0,5.66,6.51,0.0,1005.0,16093.4,28/06/2013 0:00
JFK,2013,6,28,0,23.9,20.6,81.79,100.0,6.69,7.7,0.0,1003.3,16093.4,28/06/2013 1:00
JFK,2013,6,28,1,23.0,21.0,88.51,110.0,5.66,6.51,0.25,,11265.38,28/06/2013 2:00
JFK,2013,6,28,2,24.0,22.0,88.59,170.0,9.77,11.25,0.0,,11265.38,28/06/2013 3:00
JFK,2013,6,28,3,23.0,21.0,88.51,180.0,7.72,8.88,0.0,,12874.72,28/06/2013 4:00
JFK,2013,6,28,4,23.0,21.0,88.51,190.0,5.66,6.51,0.0,,16093.4,28/06/2013 5:00
JFK,2013,6,28,5,22.8,20.6,87.41,180.0,6.17,7.1,0.0,1001.6,16093.4,28/06/2013 6:00
JFK,2013,6,28,6,22.2,20.6,90.66,190.0,8.75,10.06,0.0,1001.3,16093.4,28/06/2013 7:00
JFK,2013,6,28,7,22.2,20.6,90.66,180.0,7.72,8.88,0.0,1000.8,14484.06,28/06/2013 8:00
JFK,2013,6,28,8,21.7,20.0,90.06,180.0,6.17,7.1,0.0,1000.5,16093.4,28/06/2013 9:00
JFK,2013,6,28,9,21.7,20.6,93.47,190.0,5.14,5.92,0.0,1000.7,12874.72,28/06/2013 10:00
JFK,2013,6,28,10,22.2,20.6,90.66,210.0,5.14,5.92,0.0,1001.2,12874.72,28/06/2013 11:00
JFK,2013,6,28,11,23.9,21.1,84.34,290.0,8.23,9.47,0.0,1001.0,16093.4,28/06/2013 12:00
JFK,2013,6,28,12,25.0,21.1,78.96,200.0,5.66,6.51,0.0,1000.5,16093.4,28/06/2013 13:00
JFK,2013,6,28,13,25.6,21.1,76.19,180.0,4.63,5.33,0.0,999.9,16093.4,28/06/2013 14:00
JFK,2013,6,28,14,26.1,21.1,73.97,190.0,4.63,5.33,0.0,1000.1,16093.4,28/06/2013 15:00
JFK,2013,6,28,15,26.1,20.6,71.72,200.0,4.63,5.33,0.0,1000.5,16093.4,28/06/2013 16:00
JFK,2013,6,28,16,27.2,21.1,69.32,180.0,5.14,5.92,0.0,1000.4,16093.4,28/06/2013 17:00
JFK,2013,6,28,17,27.8,21.1,66.93,180.0,5.66,6.51,0.0,1000.4,16093.4,28/06/2013 18:00
JFK,2013,6,28,18,26.7,20.6,69.23,190.0,6.17,7.1,0.0,999.9,16093.4,28/06/2013 19:00
JFK,2013,6,28,19,26.1,21.1,73.97,180.0,6.69,7.7,0.0,999.2,16093.4,28/06/2013 20:00
JFK,2013,6,28,20,25.6,20.6,73.88,180.0,6.69,7.7,0.0,999.2,16093.4,28/06/2013 21:00
JFK,2013,6,28,21,24.4,20.6,79.37,180.0,7.2,8.29,0.0,999.1,16093.4,28/06/2013 22:00
JFK,2013,6,28,22,22.8,20.6,87.41,200.0,7.72,8.88,0.0,999.6,12874.72,28/06/2013 23:00
JFK,2013,6,28,23,22.8,20.6,87.41,190.0,6.69,7.7,0.0,999.2,11265.38,29/06/2013 0:00
JFK,2013,6,29,0,22.8,21.1,90.14,230.0,5.14,5.92,0.0,1000.1,11265.38,29/06/2013 1:00
JFK,2013,6,29,1,23.9,20.6,81.79,250.0,4.63,5.33,0.0,1000.3,16093.4,29/06/2013 2:00
JFK,2013,6,29,2,23.3,18.9,76.31,250.0,4.12,4.74,0.0,1000.1,16093.4,29/06/2013 3:00
JFK,2013,6,29,3,22.8,19.4,81.14,200.0,2.57,2.96,0.0,1000.0,16093.4,29/06/2013 4:00
JFK,2013,6,29,4,22.2,19.4,84.16,180.0,3.09,3.55,0.0,999.8,16093.4,29/06/2013 5:00
JFK,2013,6,29,5,22.2,19.4,84.16,170.0,2.57,2.96,0.0,999.7,16093.4,29/06/2013 6:00
JFK,2013,6,29,6,21.1,18.9,87.26,190.0,2.06,2.37,0.0,999.3,16093.4,29/06/2013 7:00
JFK,2013,6,29,7,21.1,19.4,90.02,190.0,3.6,4.14,0.0,999.6,16093.4,29/06/2013 8:00
JFK,2013,6,29,8,21.1,19.4,90.02,190.0,2.57,2.96,0.0,1000.2,16093.4,29/06/2013 9:00
JFK,2013,6,29,9,21.7,19.4,86.77,210.0,4.63,5.33,0.0,1001.2,16093.4,29/06/2013 10:00
JFK,2013,6,29,10,22.0,19.0,83.09,210.0,4.63,5.33,0.0,,16093.4,29/06/2013 11:00
JFK,2013,6,29,11,22.2,19.4,84.16,210.0,5.14,5.92,0.0,1002.0,16093.4,29/06/2013 12:00
JFK,2013,6,29,12,22.2,19.4,84.16,210.0,4.63,5.33,0.0,1002.5,16093.4,29/06/2013 13:00
JFK,2013,6,29,13,23.9,20.0,78.81,240.0,4.63,5.33,0.0,1002.9,14484.06,29/06/2013 14:00
JFK,2013,6,29,14,24.0,20.0,78.34,230.0,4.63,5.33,0.0,,16093.4,29/06/2013 15:00
JFK,2013,6,29,15,25.6,19.4,68.59,210.0,5.14,5.92,0.0,1003.0,16093.4,29/06/2013 16:00
JFK,2013,6,29,16,25.6,20.0,71.19,170.0,5.14,5.92,0.0,1003.1,16093.4,29/06/2013 17:00
JFK,2013,6,29,17,26.1,20.6,71.72,170.0,5.66,6.51,0.0,1003.4,16093.4,29/06/2013 18:00
JFK,2013,6,29,18,26.1,20.6,71.72,190.0,7.2,8.29,0.0,1003.4,16093.4,29/06/2013 19:00
JFK,2013,6,29,19,25.6,20.6,73.88,180.0,7.2,8.29,0.0,1003.6,16093.4,29/06/2013 20:00
JFK,2013,6,29,20,25.6,20.6,73.88,170.0,8.23,9.47,0.0,1003.7,16093.4,29/06/2013 21:00
JFK,2013,6,29,21,24.4,20.6,79.37,180.0,9.26,10.66,0.0,1003.7,16093.4,29/06/2013 22:00
JFK,2013,6,29,22,23.9,20.6,81.79,180.0,11.32,13.02,0.0,1003.9,16093.4,29/06/2013 23:00
JFK,2013,6,29,23,22.8,20.6,87.41,190.0,7.72,8.88,0.0,1004.3,16093.4,30/06/2013 0:00
JFK,2013,6,30,0,22.8,20.6,87.41,190.0,5.14,5.92,0.0,1004.8,12874.72,30/06/2013 1:00
JFK,2013,6,30,1,22.8,20.6,87.41,190.0,4.63,5.33,0.0,1005.6,16093.4,30/06/2013 2:00
JFK,2013,6,30,2,23.9,21.1,84.34,210.0,4.63,5.33,0.0,1005.8,16093.4,30/06/2013 3:00
JFK,2013,6,30,3,21.7,20.0,90.06,190.0,2.57,2.96,0.0,1006.2,14484.06,30/06/2013 4:00
JFK,2013,6,30,4,21.7,20.0,90.06,190.0,3.09,3.55,0.0,1006.6,14484.06,30/06/2013 5:00
JFK,2013,6,30,5,21.1,20.0,93.44,200.0,2.57,2.96,0.0,1007.2,14484.06,30/06/2013 6:00
JFK,2013,6,30,6,21.1,19.4,90.02,170.0,3.09,3.55,0.0,1007.2,14484.06,30/06/2013 7:00
JFK,2013,6,30,7,20.6,19.4,92.83,190.0,2.57,2.96,0.0,1007.1,12874.72,30/06/2013 8:00
JFK,2013,6,30,8,21.1,20.0,93.44,160.0,2.06,2.37,0.0,1007.5,14484.06,30/06/2013 9:00
JFK,2013,6,30,9,21.1,19.4,90.02,160.0,4.12,4.74,0.0,1008.3,6437.36,30/06/2013 10:00
JFK,2013,6,30,10,21.0,19.0,88.34,160.0,3.09,3.55,0.0,,402.34,30/06/2013 11:00
JFK,2013,6,30,11,23.0,22.0,94.1,170.0,1.54,1.78,0.0,,8046.7,30/06/2013 12:00
JFK,2013,6,30,12,24.4,21.7,84.92,150.0,2.57,2.96,0.0,1010.1,14484.06,30/06/2013 13:00
JFK,2013,6,30,13,26.7,22.2,76.36,180.0,2.57,2.96,0.0,1010.1,16093.4,30/06/2013 14:00
JFK,2013,6,30,14,26.1,22.2,79.12,150.0,3.6,4.14,0.0,1010.3,16093.4,30/06/2013 15:00
JFK,2013,6,30,15,25.0,21.7,81.92,130.0,5.66,6.51,0.0,1010.5,16093.4,30/06/2013 16:00
JFK,2013,6,30,16,24.0,21.0,83.32,140.0,5.14,5.92,0.0,,8046.7,30/06/2013 17:00
JFK,2013,6,30,17,24.4,21.7,84.92,150.0,6.17,7.1,0.0,1010.7,2414.01,30/06/2013 18:00
JFK,2013,6,30,18,24.4,21.7,84.92,150.0,5.14,5.92,0.0,1011.0,3218.68,30/06/2013 19:00
JFK,2013,6,30,19,23.0,22.0,94.1,160.0,7.2,8.29,0.0,,1609.34,30/06/2013 20:00
JFK,2013,6,30,20,23.3,21.7,90.73,170.0,7.2,8.29,0.51,1010.8,9656.04,30/06/2013 21:00
JFK,2013,6,30,21,23.0,22.0,94.1,170.0,5.66,6.51,0.0,,12874.72,30/06/2013 22:00
JFK,2013,6,30,22,24.0,22.0,88.59,170.0,4.63,5.33,0.0,,12874.72,30/06/2013 23:00
JFK,2013,6,30,23,23.3,21.1,87.45,150.0,4.63,5.33,0.0,1011.9,14484.06,1/07/2013 0:00
JFK,2013,7,1,0,22.8,21.1,90.14,170.0,5.14,5.92,0.0,1012.7,14484.06,1/07/2013 1:00
JFK,2013,7,1,1,23.0,21.0,88.51,170.0,4.63,5.33,0.0,,1609.34,1/07/2013 2:00
JFK,2013,7,1,2,22.2,21.1,93.49,180.0,5.66,6.51,0.0,1013.3,1207.0,1/07/2013 3:00
JFK,2013,7,1,3,22.2,21.1,93.49,180.0,4.63,5.33,0.0,1013.4,1609.34,1/07/2013 4:00
JFK,2013,7,1,4,22.0,21.0,94.06,180.0,5.14,5.92,0.0,,4828.02,1/07/2013 5:00
JFK,2013,7,1,5,22.0,21.0,94.06,190.0,4.63,5.33,0.0,,12874.72,1/07/2013 6:00
JFK,2013,7,1,6,22.0,21.0,94.06,180.0,4.12,4.74,0.0,,804.67,1/07/2013 7:00
JFK,2013,7,1,7,21.7,20.6,93.47,180.0,5.14,5.92,0.0,1013.3,804.67,1/07/2013 8:00
JFK,2013,7,1,8,21.7,21.1,96.39,190.0,2.57,2.96,0.0,1013.4,804.67,1/07/2013 9:00
JFK,2013,7,1,9,21.7,21.1,96.39,180.0,3.6,4.14,0.0,1014.0,804.67,1/07/2013 10:00
JFK,2013,7,1,10,22.2,21.1,93.49,180.0,3.6,4.14,0.0,1014.2,804.67,1/07/2013 11:00
JFK,2013,7,1,11,22.2,21.1,93.49,180.0,4.63,5.33,0.0,1014.6,804.67,1/07/2013 12:00
JFK,2013,7,1,12,23.0,22.0,94.1,200.0,3.09,3.55,0.0,,3218.68,1/07/2013 13:00
JFK,2013,7,1,13,23.9,21.7,87.5,180.0,8.23,9.47,0.0,1014.9,1609.34,1/07/2013 14:00
JFK,2013,7,1,14,23.0,22.0,94.1,190.0,8.75,10.06,0.0,,2414.01,1/07/2013 15:00
JFK,2013,7,1,15,25.0,22.0,83.44,190.0,5.14,5.92,0.0,,4828.02,1/07/2013 16:00
JFK,2013,7,1,16,23.0,22.0,94.1,130.0,1.54,1.78,4.32,,8046.7,1/07/2013 17:00
JFK,2013,7,1,17,23.0,22.0,94.1,140.0,3.6,4.14,1.27,,3218.68,1/07/2013 18:00
JFK,2013,7,1,18,23.0,22.0,94.1,180.0,5.66,6.51,0.0,,8046.7,1/07/2013 19:00
JFK,2013,7,1,19,24.0,22.0,88.59,170.0,8.23,9.47,0.25,,16093.4,1/07/2013 20:00
JFK,2013,7,1,20,22.8,21.1,90.14,180.0,5.66,6.51,0.0,1015.9,14484.06,1/07/2013 21:00
JFK,2013,7,1,21,23.0,22.0,94.1,170.0,6.17,7.1,0.0,,16093.4,1/07/2013 22:00
JFK,2013,7,1,22,22.0,21.0,94.06,180.0,6.17,7.1,0.0,,16093.4,1/07/2013 23:00
JFK,2013,7,1,23,23.0,21.0,88.51,180.0,6.17,7.1,0.0,,16093.4,2/07/2013 0:00
JFK,2013,7,2,0,22.2,21.1,93.49,180.0,6.69,7.7,0.0,1017.4,14484.06,2/07/2013 1:00
JFK,2013,7,2,1,22.2,21.1,93.49,180.0,6.17,7.1,0.0,1017.8,14484.06,2/07/2013 2:00
JFK,2013,7,2,2,22.0,21.0,94.06,190.0,6.17,7.1,0.0,,14484.06,2/07/2013 3:00
JFK,2013,7,2,3,21.7,20.6,93.47,180.0,4.63,5.33,0.0,1018.1,14484.06,2/07/2013 4:00
JFK,2013,7,2,4,22.2,20.6,90.66,190.0,4.63,5.33,0.0,1018.6,12874.72,2/07/2013 5:00
JFK,2013,7,2,5,22.0,21.0,94.06,180.0,5.14,5.92,0.0,,2414.01,2/07/2013 6:00
JFK,2013,7,2,6,22.0,21.0,94.06,180.0,7.2,8.29,0.0,,3218.68,2/07/2013 7:00
JFK,2013,7,2,7,22.0,21.0,94.06,180.0,5.66,6.51,0.0,,11265.38,2/07/2013 8:00
JFK,2013,7,2,8,22.0,21.0,94.06,180.0,6.17,7.1,0.0,,12874.72,2/07/2013 9:00
JFK,2013,7,2,9,22.0,21.0,94.06,190.0,4.63,5.33,0.0,,12874.72,2/07/2013 10:00
JFK,2013,7,2,10,22.0,21.0,94.06,180.0,4.63,5.33,0.0,,2414.01,2/07/2013 11:00
JFK,2013,7,2,11,22.0,21.0,94.06,180.0,5.14,5.92,0.0,,804.67,2/07/2013 12:00
JFK,2013,7,2,12,22.2,21.1,93.49,190.0,5.14,5.92,0.0,1020.8,804.67,2/07/2013 13:00
JFK,2013,7,2,13,22.0,21.0,94.06,190.0,4.63,5.33,0.0,,1609.34,2/07/2013 14:00
JFK,2013,7,2,14,22.0,21.0,94.06,170.0,4.63,5.33,0.0,,3218.68,2/07/2013 15:00
JFK,2013,7,2,15,24.0,22.0,88.59,190.0,5.14,5.92,0.0,,11265.38,2/07/2013 16:00
JFK,2013,7,2,16,23.3,21.7,90.73,180.0,6.69,7.7,0.0,1021.2,11265.38,2/07/2013 17:00
JFK,2013,7,2,17,24.0,22.0,88.59,180.0,6.17,7.1,0.25,,11265.38,2/07/2013 18:00
JFK,2013,7,2,18,25.6,21.7,79.05,180.0,6.69,7.7,0.0,1020.7,16093.4,2/07/2013 19:00
JFK,2013,7,2,19,25.6,21.7,79.05,180.0,7.72,8.88,0.0,1020.5,16093.4,2/07/2013 20:00
JFK,2013,7,2,20,24.4,20.6,79.37,180.0,8.23,9.47,0.0,1020.0,16093.4,2/07/2013 21:00
JFK,2013,7,2,21,25.0,21.1,78.96,190.0,6.69,7.7,0.0,1020.3,16093.4,2/07/2013 22:00
JFK,2013,7,2,22,23.9,21.1,84.34,180.0,7.2,8.29,0.0,1020.8,16093.4,2/07/2013 23:00
JFK,2013,7,2,23,23.3,21.7,90.73,200.0,5.66,6.51,0.25,1021.3,16093.4,3/07/2013 0:00
JFK,2013,7,3,0,23.0,21.0,88.51,220.0,9.26,10.66,0.0,,9656.04,3/07/2013 1:00
JFK,2013,7,3,1,23.0,22.0,94.1,220.0,6.17,7.1,0.0,,12874.72,3/07/2013 2:00
JFK,2013,7,3,2,22.8,21.1,90.14,180.0,4.12,4.74,0.0,1022.7,16093.4,3/07/2013 3:00
JFK,2013,7,3,3,22.2,20.6,90.66,180.0,2.06,2.37,0.25,1022.7,16093.4,3/07/2013 4:00
JFK,2013,7,3,4,22.2,20.6,90.66,190.0,4.12,4.74,0.0,1022.6,16093.4,3/07/2013 5:00
JFK,2013,7,3,5,22.8,20.6,87.41,210.0,5.14,5.92,0.0,1022.8,16093.4,3/07/2013 6:00
JFK,2013,7,3,6,21.7,20.0,90.06,190.0,4.12,4.74,0.0,1022.8,16093.4,3/07/2013 7:00
JFK,2013,7,3,7,21.7,20.0,90.06,200.0,4.12,4.74,0.0,1023.0,16093.4,3/07/2013 8:00
JFK,2013,7,3,8,21.1,20.0,93.44,190.0,2.57,2.96,0.0,1023.3,16093.4,3/07/2013 9:00
JFK,2013,7,3,9,21.7,20.6,93.47,180.0,1.54,1.78,0.0,1023.7,16093.4,3/07/2013 10:00
JFK,2013,7,3,10,22.2,20.6,90.66,180.0,3.6,4.14,0.0,1024.1,16093.4,3/07/2013 11:00
JFK,2013,7,3,11,22.8,21.1,90.14,190.0,2.57,2.96,0.0,1024.5,16093.4,3/07/2013 12:00
JFK,2013,7,3,12,23.9,21.1,84.34,200.0,3.09,3.55,0.0,1024.7,16093.4,3/07/2013 13:00
JFK,2013,7,3,13,23.9,21.1,84.34,190.0,3.09,3.55,0.0,1024.9,16093.4,3/07/2013 14:00
JFK,2013,7,3,14,25.0,21.7,81.92,170.0,3.09,3.55,0.0,1024.9,16093.4,3/07/2013 15:00
JFK,2013,7,3,15,26.1,22.2,79.12,170.0,3.09,3.55,0.0,1024.7,16093.4,3/07/2013 16:00
JFK,2013,7,3,16,26.7,22.2,76.36,170.0,5.14,5.92,0.0,1024.7,16093.4,3/07/2013 17:00
JFK,2013,7,3,17,23.3,21.7,90.73,180.0,6.69,7.7,0.0,1024.5,11265.38,3/07/2013 18:00
JFK,2013,7,3,18,26.1,23.3,84.58,170.0,5.66,6.51,1.27,1023.6,16093.4,3/07/2013 19:00
JFK,2013,7,3,19,26.0,23.0,83.55,180.0,5.14,5.92,0.0,,16093.4,3/07/2013 20:00
JFK,2013,7,3,20,25.0,21.7,81.92,190.0,7.2,8.29,0.0,1022.7,16093.4,3/07/2013 21:00
JFK,2013,7,3,21,24.4,21.7,84.92,190.0,8.23,9.47,0.0,1022.4,16093.4,3/07/2013 22:00
JFK,2013,7,3,22,24.4,21.7,84.92,190.0,7.72,8.88,0.0,1022.3,16093.4,3/07/2013 23:00
JFK,2013,7,3,23,24.0,21.0,83.32,200.0,6.69,7.7,0.0,,16093.4,4/07/2013 0:00
JFK,2013,7,4,0,23.0,21.0,88.51,210.0,3.6,4.14,0.0,,9656.04,4/07/2013 1:00
JFK,2013,7,4,1,22.8,21.1,90.14,190.0,3.6,4.14,0.0,1023.6,16093.4,4/07/2013 2:00
JFK,2013,7,4,2,22.8,21.1,90.14,190.0,3.6,4.14,0.0,1023.7,16093.4,4/07/2013 3:00
JFK,2013,7,4,3,23.3,21.7,90.73,190.0,2.57,2.96,0.0,1024.1,16093.4,4/07/2013 4:00
JFK,2013,7,4,4,23.3,21.7,90.73,200.0,3.09,3.55,0.0,1023.8,16093.4,4/07/2013 5:00
JFK,2013,7,4,5,23.3,21.7,90.73,200.0,2.57,2.96,0.0,1023.9,16093.4,4/07/2013 6:00
JFK,2013,7,4,6,22.8,21.7,93.52,200.0,2.57,2.96,0.0,1023.6,16093.4,4/07/2013 7:00
JFK,2013,7,4,7,22.8,21.7,93.52,210.0,3.09,3.55,0.0,1023.6,16093.4,4/07/2013 8:00
JFK,2013,7,4,8,22.8,21.7,93.52,190.0,2.57,2.96,0.0,1023.8,16093.4,4/07/2013 9:00
JFK,2013,7,4,9,22.8,21.7,93.52,190.0,2.06,2.37,0.0,1024.0,14484.06,4/07/2013 10:00
JFK,2013,7,4,10,22.8,21.7,93.52,,,,0.0,1024.4,9656.04,4/07/2013 11:00
JFK,2013,7,4,11,24.0,23.0,94.14,220.0,2.06,2.37,0.0,,9656.04,4/07/2013 12:00
JFK,2013,7,4,12,26.0,23.0,83.55,230.0,4.12,4.74,0.0,,11265.38,4/07/2013 13:00
JFK,2013,7,4,13,26.0,23.0,83.55,210.0,3.6,4.14,0.0,,12874.72,4/07/2013 14:00
JFK,2013,7,4,14,27.0,23.0,78.76,190.0,4.63,5.33,0.0,,16093.4,4/07/2013 15:00
JFK,2013,7,4,15,27.8,22.8,74.25,180.0,4.63,5.33,0.0,1024.5,16093.4,4/07/2013 16:00
JFK,2013,7,4,16,27.8,22.8,74.25,190.0,5.14,5.92,0.0,1024.2,16093.4,4/07/2013 17:00
JFK,2013,7,4,17,28.3,23.3,74.33,180.0,6.69,7.7,0.0,1024.0,16093.4,4/07/2013 18:00
JFK,2013,7,4,18,27.2,22.2,74.15,200.0,7.72,8.88,0.0,1023.5,16093.4,4/07/2013 19:00
JFK,2013,7,4,19,27.8,22.2,71.59,190.0,7.72,8.88,0.0,1022.7,16093.4,4/07/2013 20:00
